,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,ItemKNN,0.0671,0.1328,0.2387,0.1138,0.1381,0.1527,0.066,0.0964,0.1412,0.2474,0.4324,0.6382,0.0616,0.0632,0.0585,0.0366,0.046,0.0595
