,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,BERT4Rec,0.1363,0.1983,0.2835,0.0732,0.0814,0.0872,0.0888,0.1088,0.1302,0.1363,0.1983,0.2835,0.0273,0.0198,0.0142,0.0732,0.0814,0.0872
