,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,MultiVAE,0.3333,0.6667,0.6667,0.2222,0.2646,0.2646,0.25,0.3557,0.3557,0.3333,0.6667,0.6667,0.0667,0.0667,0.0333,0.2222,0.2646,0.2646
