,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,NeuMF,0.1667,0.1667,0.5,0.0833,0.0833,0.1068,0.1052,0.1052,0.1896,0.1667,0.1667,0.5,0.0333,0.0167,0.025,0.0833,0.0833,0.1068
