,model,hit@10,hit@20,hit@5,map@10,map@20,map@5,mrr@10,mrr@20,mrr@5,ndcg@10,ndcg@20,ndcg@5,precision@10,precision@20,precision@5,recall@10,recall@20,recall@5
0,EDuRec,0.8333333730697632,1.0,0.3333333432674408,0.11574073880910873,0.11574073880910873,0.0972222313284874,0.11574073880910873,0.11574073880910873,0.0972222313284874,0.30901750922203064,0.35068416595458984,0.15511278808116913,0.05000000447034836,0.02500000223517418,0.06666667014360428,0.5,0.5,0.3333333432674408
