,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,SASRec,0.3645,0.6241,0.8292,0.1961,0.2292,0.244,0.2374,0.3198,0.3724,0.3645,0.6241,0.8292,0.0729,0.0624,0.0415,0.1961,0.2292,0.244
