,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,BERT4Rec,0.246,0.3599,0.5854,0.1439,0.159,0.1748,0.1692,0.206,0.2632,0.246,0.3599,0.5854,0.0492,0.036,0.0293,0.1439,0.159,0.1748
