,model,recall@5,recall@10,recall@20,mrr@5,mrr@10,mrr@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,precision@5,precision@10,precision@20,map@5,map@10,map@20
0,LightGCN,0.1667,0.5,0.8333,0.1667,0.2143,0.241,0.1667,0.2778,0.3666,0.1667,0.5,0.8333,0.0333,0.05,0.0417,0.1667,0.2143,0.241
